2:254|2:267
2:264|4:38
2:271|8:29,66:8,48:5
2:277|9:5,9:11,22:41
2:279|2:24
2:281|3:161
3:10|3:116,58:17\n
3:11|8:52,8:54\n
3:23|4:44,4:51
3:25|14:51,39:70\n
3:27|6:95,10:31,30:19
3:40|3:47
3:41|19:10\n
3:44|11:49,12:102
3:49|5:110
3:49|2:248
3:51|19:36,43:64\n
3:52|5:111,61:14
3:55|5:48,6:164
3:60|2:147\n
3:66|3:119,4:109
3:70|3:71,3:98,3:99
3:74|2:105
3:77|2:174
3:84|2:136
3:88|2:162,16:85\n
3:89|2:160,24:5\n
